"Annual_Income","Spending_Score"
-1.73464624708227,-0.433713114107061
-1.73464624708227,1.19271106379442
-1.69657236106203,-1.71161782531537
-1.69657236106203,1.0378135230419
-1.65849847504178,-0.394988728918931
-1.65849847504178,0.999089137853766
-1.62042458902154,-1.71161782531537
-1.62042458902154,1.69612807124011
-1.5823507030013,-1.82779098087976
-1.5823507030013,0.844191597101244
-1.5823507030013,-1.40182274381032
-1.5823507030013,1.88974999718077
-1.54427681698105,-1.36309835862219
-1.54427681698105,1.0378135230419
-1.54427681698105,-1.44054712899845
-1.54427681698105,1.11526229341816
-1.50620293096081,-0.588610654859583
-1.50620293096081,0.611845285972461
-1.43005515892033,-0.820956965988366
-1.43005515892033,1.85102561199264
-1.39198127290008,-0.588610654859583
-1.39198127290008,0.882915982289375
-1.35390738687984,-1.7503422105035
-1.35390738687984,0.882915982289375
-1.23968572881911,-1.40182274381032
-1.23968572881911,1.23143544898255
-1.23968572881911,-0.704783810423975
-1.23968572881911,0.418223360031809
-1.20161184279887,-0.743508195612105
-1.20161184279887,1.4250573749232
-1.16353795677862,-1.78906659569163
-1.16353795677862,0.882915982289375
-1.0493162987179,-1.78906659569163
-1.0493162987179,1.61867930086385
-1.0493162987179,-1.40182274381032
-1.0493162987179,1.19271106379442
-1.01124241269765,-1.28564958824593
-1.01124241269765,0.882915982289375
-0.897020754636924,-0.937130121552757
-0.897020754636924,0.960364752665635
-0.858946868616681,-0.588610654859583
-0.858946868616681,1.61867930086385
-0.820872982596438,-0.549886269671453
-0.820872982596438,0.418223360031809
-0.820872982596438,-0.859681351176496
-0.820872982596438,0.573120900784331
-0.782799096576195,0.185877048903026
-0.782799096576195,-0.123918032602018
-0.782799096576195,-0.31753995854267
-0.782799096576195,-0.31753995854267
-0.706651324535709,0.0697038933386347
-0.706651324535709,0.379498974843678
-0.668577438515466,0.147152663714896
-0.668577438515466,0.379498974843678
-0.668577438515466,-0.201366802978279
-0.668577438515466,-0.3562643437308
-0.630503552495223,-0.0077448770376262
-0.630503552495223,-0.162642417790148
