"PC1","PC2"
-1.53326160834629,-0.919898640197058
-0.383206043066376,-2.06995420547693
-2.4099543923609,0.0106387497995928
-0.465812841530569,-1.93350280103067
-1.45203472700041,-0.893436309578789
-0.466272813903339,-1.87919822267582
-2.35610978637882,0.0644833557816689
0.0535304456362318,-2.3451568762333
-2.41133430947921,0.173552484864126
-0.521957309376495,-1.71582451523852
-2.11012928047733,-0.127652544137745
0.217364125446306,-2.45514595006129
-2.05582470212248,-0.128112516510513
-0.358123629566421,-1.82581358906651
-2.1105892528501,-0.0733479657829006
-0.303359078838806,-1.88057813979413
-1.4812568918553,-0.648835720795604
-0.632406355577266,-1.4976862570736
-1.59170593805607,-0.43069746263069
0.297671062046647,-2.32007446273333
-1.40048998288219,-0.56806881182249
-0.359963519057503,-1.60859527564714
-2.19503594080537,0.280321752082741
-0.333041216066466,-1.5816729726561
-1.86782855355799,0.114648182781597
-0.00583382881908767,-1.74734654195724
-1.37494759700946,-0.378232773766919
-0.580861611459044,-1.17231875931731
-1.37540756938223,-0.323928195412075
0.157999850990986,-1.85733561578524
-2.08780670121399,0.442315542401737
-0.198429701111281,-1.44706145770091
-2.00703979224088,0.523082451374851
0.402600439774172,-1.88655778064012
-1.73321703860281,0.249259697736787
0.10139541077229,-1.58535275163825
-1.62414790952035,0.194035174636405
-0.0907404891471326,-1.33937224573676
-1.29694052227297,0.0283616053352613
0.0447909705535932,-1.31336988749125
-1.02357774100767,-0.191156569947959
0.537211954729357,-1.75194626568493
-0.969273162652823,-0.191616542320727
-0.284716278557637,-0.876173426415888
-1.18833136556328,0.0274416605897243
-0.175187177102407,-0.985702527871114
-0.422087627749445,-0.684957471242012
-0.641145830659904,-0.46589926833156
-0.778057207478942,-0.328987891512528
-0.778057207478942,-0.328987891512528
-0.450389847858793,-0.548966039168516
-0.231331644948334,-0.768024242078968
-0.368702994140141,-0.576808286905091
-0.204409341957297,-0.74110193908793
-0.615143472414408,-0.330367808630833
-0.724672573869638,-0.220838707175608
-0.451309792604334,-0.440356882458828
-0.560838894059564,-0.330827781003602
-0.370082911258453,-0.413894551840558
-0.50699428807749,-0.276983175021526
-0.233171534439415,-0.55080592865959
-0.260553809803223,-0.523423653295784
-0.315778332903608,-0.414354524213327
-0.124102405356956,-0.606030451759972
-0.316238305276379,-0.360049945858482
-0.0971801023659191,-0.579108148768934
-0.343620580640186,-0.332667670494676
-0.398385131367801,-0.277903119767063
-0.0971801023659191,-0.579108148768934
-0.425767406731608,-0.250520844403256
-0.179786900830112,-0.44265674432267
-0.535756480559609,-0.0866871645931862
-0.31715825002192,-0.251440789148793
-0.125482322475267,-0.443116716695438
-0.264233588785386,-0.0889870264570285
-0.0725576612387343,-0.280662954003674
-0.0999399366025418,-0.253280678639867
-0.236851313421579,-0.116369301820835
-0.127322211966349,-0.225898403276061
-0.401144965604424,0.0479243503620037
-0.154704487330157,-0.198516127912254
-0.0451753858749269,-0.30804522936748
-0.428527240968231,0.0753066257258102
-0.346380414876809,-0.00684020036560914
0.00958916485268801,-0.362809780095093
-0.291615864149194,-0.061604751093222
0.117738349189606,-0.309425146485785
0.0355915230981841,-0.227278320394366
0.199425202908258,-0.33726739422236
-0.183926652185046,0.0460844608709299
0.0894361290802581,-0.17343371441229
-0.293915726013046,0.209918140681
-0.0479352201115497,0.0177822407615865
-0.294375698385817,0.264222719035844
-0.239611147658202,0.209458168308232
0.0342116059798727,-0.0643645853298329
-0.102699770839165,0.0725467914891994
-0.0205529447477422,-0.00960003460221998
-0.212688844667165,0.23638047129927
-0.0210129171205127,0.0447045437526244
-0.213148817039935,0.290685049654114
-0.0214728894932831,0.0990091221074689
0.279732139508599,-0.202195906894402
0.170203038053369,-0.0926668054391763
0.197585313417176,-0.120049080802983
-0.185766541676128,0.263302774290308
0.0602139642253688,0.0711668743708939
-0.049315137229861,0.18069597582612
-0.131461963321283,0.262842801917539
0.00544941349775387,0.125931425098507
0.114978514952984,0.016402323643281
0.169743065680599,-0.0383622270843319
-0.131921935694054,0.317147380272384
-0.022392834238824,0.207618278817158
0.0592940194798278,0.179776031080583
0.114058570207443,0.12501148035297
-0.0776173573392094,0.316687407899615
0.36049904848171,-0.121428997921288
-0.0237727513571354,0.370532013881691
0.359579103736169,-0.0128198412115993
0.332196828372361,0.0145624341522072
